movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,comb
"mcfarland, usa",Niki Caro ,Kevin Costner,Maria Bello,Morgan Saylor,Drama Family,Kevin Costner Maria Bello Morgan Saylor Niki Caro  Drama Family
everly,Joe Lynch ,Salma Hayek,unknown,unknown,Thriller Action,Salma Hayek Joe Lynch  Thriller Action
focus,"Glenn Ficarra, John Requa ",Will Smith,Margot Robbie,unknown,Romance Comedy Crime Drama,"Will Smith Margot Robbie nan Glenn Ficarra, John Requa  Romance Comedy Crime Drama"
the lazarus effect,David Gelb ,Mark Duplass,Olivia Wilde,Donald Glover,Horror Thriller Mystery Science Fiction,Mark Duplass Olivia Wilde Donald Glover David Gelb  Horror Thriller Mystery Science Fiction
maps to the stars,David Cronenberg ,Julianne Moore,Mia Wasikowska,Olivia Williams,Drama,Julianne Moore Mia Wasikowska Olivia Williams David Cronenberg  Drama
out of the dark,Lluís Quílez ,Julia Stiles,Scott Speedman,Stephen Rea,Thriller Horror,Julia Stiles Scott Speedman Stephen Rea Lluís Quílez  Thriller Horror
bad asses on the bayou,Craig Moss ,Danny Trejo,Danny Glover,John Amos,Comedy Action,Danny Trejo Danny Glover John Amos Craig Moss  Comedy Action
chappie,Neill Blomkamp ,Sharlto Copley,Dev Patel,Hugh Jackman,Crime Action Science Fiction,Sharlto Copley Dev Patel Hugh Jackman Neill Blomkamp  Crime Action Science Fiction
road hard,Adam Carolla ,Adam Carolla,Larry Miller,David Alan Grier,Comedy,Adam Carolla Larry Miller David Alan Grier Adam Carolla  Comedy
the second best exotic marigold hotel,John Madden ,Judi Dench,Maggie Smith,Dev Patel,Drama Comedy,Judi Dench Maggie Smith Dev Patel John Madden  Drama Comedy
unfinished business,Ken Scott ,Vince Vaughn,Tom Wilkinson,Dave Franco,Comedy,Vince Vaughn Tom Wilkinson Dave Franco Ken Scott  Comedy
faults,Riley Stearns ,Leland Orser,Mary Elizabeth Winstead,Chris Ellis,Drama Comedy Crime,Leland Orser Mary Elizabeth Winstead Chris Ellis Riley Stearns  Drama Comedy Crime
the cobbler,Tom McCarthy ,Adam Sandler,Method Man,Ellen Barkin,Fantasy Comedy Drama,Adam Sandler Method Man Ellen Barkin Tom McCarthy  Fantasy Comedy Drama
cymbeline,Michael Almereyda ,Ethan Hawke,Ed Harris,Milla Jovovich,Drama,Ethan Hawke Ed Harris Milla Jovovich Michael Almereyda  Drama
home sweet hell,Anthony Burns ,Katherine Heigl,Patrick Wilson,Jordana Brewster,Mystery Thriller Comedy Drama,Katherine Heigl Patrick Wilson Jordana Brewster Anthony Burns  Mystery Thriller Comedy Drama
it follows,David Robert Mitchell ,Maika Monroe,Keir Gilchrist,Daniel Zovatto,Horror Mystery,Maika Monroe Keir Gilchrist Daniel Zovatto David Robert Mitchell  Horror Mystery
muck,Steve Wolsh ,Lachlan Buchanan,Puja Mohindra,Bryce Draper,Horror,Lachlan Buchanan Puja Mohindra Bryce Draper Steve Wolsh  Horror
run all night,Jaume Collet-Serra ,Liam Neeson,Joel Kinnaman,Vincent D'Onofrio,Action Crime Mystery,Liam Neeson Joel Kinnaman Vincent D'Onofrio Jaume Collet-Serra  Action Crime Mystery
danny collins,Dan Fogelman ,Al Pacino,Annette Bening,Jennifer Garner,Music Comedy Drama,Al Pacino Annette Bening Jennifer Garner Dan Fogelman  Music Comedy Drama
do you believe?,Jon Gunn ,Mira Sorvino,Sean Astin,Alexa PenaVega,Fantasy Drama,Mira Sorvino Sean Astin Alexa PenaVega Jon Gunn  Fantasy Drama
the gunman,Pierre Morel ,Sean Penn,Idris Elba,Ray Winstone,Action Drama Crime,Sean Penn Idris Elba Ray Winstone Pierre Morel  Action Drama Crime
tracers,Daniel Benmayor ,Taylor Lautner,Marie Avgeropoulos,Adam Rayner,Action,Taylor Lautner Marie Avgeropoulos Adam Rayner Daniel Benmayor  Action
the walking deceased,Scott Dow ,Tim Ogletree,Joey Oglesby,Dave Sheridan,Comedy Horror,Tim Ogletree Joey Oglesby Dave Sheridan Scott Dow  Comedy Horror
get hard,Etan Cohen ,Will Ferrell,Kevin Hart,Tip 'T.I.' Harris,Comedy,Will Ferrell Kevin Hart Tip 'T.I.' Harris Etan Cohen  Comedy
home,Tim Johnson ,Jim Parsons,Rihanna,Steve Martin,Fantasy Comedy Animation Science Fiction Family,Jim Parsons Rihanna Steve Martin Tim Johnson  Fantasy Comedy Animation Science Fiction Family
serena,Susanne Bier ,Bradley Cooper,Jennifer Lawrence,Rhys Ifans,Drama,Bradley Cooper Jennifer Lawrence Rhys Ifans Susanne Bier  Drama
while we're young,Noah Baumbach ,Ben Stiller,Naomi Watts,Adam Driver,Comedy Drama Mystery,Ben Stiller Naomi Watts Adam Driver Noah Baumbach  Comedy Drama Mystery
furious 7,James Wan ,Vin Diesel,Paul Walker,Dwayne Johnson,Action Thriller Crime,Vin Diesel Paul Walker Dwayne Johnson James Wan  Action Thriller Crime
woman in gold,Simon Curtis ,Helen Mirren,Ryan Reynolds,Daniel Brühl,Drama,Helen Mirren Ryan Reynolds Daniel Brühl Simon Curtis  Drama
ex machina,Alex Garland ,Domhnall Gleeson,Alicia Vikander,Oscar Isaac,Drama Science Fiction,Domhnall Gleeson Alicia Vikander Oscar Isaac Alex Garland  Drama Science Fiction
the longest ride,"George Tillman, Jr. ",Britt Robertson,Scott Eastwood,Jack Huston,Drama Romance,"Britt Robertson Scott Eastwood Jack Huston George Tillman, Jr.  Drama Romance"
lost river,Ryan Gosling ,Christina Hendricks,Saoirse Ronan,Iain De Caestecker,Fantasy Thriller Drama,Christina Hendricks Saoirse Ronan Iain De Caestecker Ryan Gosling  Fantasy Thriller Drama
1915,"Garin Hovannisian, Alec Mouhibian ",Simon Abkarian,Angela Sarafyan,Nikolai Kinski,History Drama,"Simon Abkarian Angela Sarafyan Nikolai Kinski Garin Hovannisian, Alec Mouhibian  History Drama"
alex of venice,Chris Messina ,Mary Elizabeth Winstead,Don Johnson,Derek Luke,Drama,Mary Elizabeth Winstead Don Johnson Derek Luke Chris Messina  Drama
beyond the reach,Jean-Baptiste Léonetti ,Michael Douglas,Jeremy Irvine,Hanna Mangan-Lawrence,Thriller,Michael Douglas Jeremy Irvine Hanna Mangan-Lawrence Jean-Baptiste Léonetti  Thriller
child 44,Daniel Espinosa ,Tom Hardy,Gary Oldman,Noomi Rapace,Crime Thriller,Tom Hardy Gary Oldman Noomi Rapace Daniel Espinosa  Crime Thriller
monkey kingdom,"Mark Linfield, Alastair Fothergill ",Tina Fey (narrator),unknown,unknown,Documentary,"Tina Fey (narrator) Mark Linfield, Alastair Fothergill  Documentary"
paul blart: mall cop 2,Andy Fickman ,Kevin James,Raini Rodriguez,Neal McDonough,Action Comedy Family,Kevin James Raini Rodriguez Neal McDonough Andy Fickman  Action Comedy Family
the road within,Gren Wells ,Robert Sheehan,Dev Patel,Zoë Kravitz,Comedy Drama,Robert Sheehan Dev Patel Zoë Kravitz Gren Wells  Comedy Drama
true story,Rupert Goold ,Jonah Hill,James Franco,Felicity Jones,Crime Drama History,Jonah Hill James Franco Felicity Jones Rupert Goold  Crime Drama History
unfriended,Levan Gabriadze ,Shelley Hennig,Moses Storm,Renee Olstead,Horror Thriller Mystery,Shelley Hennig Moses Storm Renee Olstead Levan Gabriadze  Horror Thriller Mystery
adult beginners,Ross Katz ,Rose Byrne,Nick Kroll,Bobby Cannavale,Comedy Drama,Rose Byrne Nick Kroll Bobby Cannavale Ross Katz  Comedy Drama
brotherly love,Jamal Hill ,Keke Palmer,Cory Hardrict,Quincy Brown,Drama,Keke Palmer Cory Hardrict Quincy Brown Jamal Hill  Drama
just before i go,Courteney Cox ,Seann William Scott,Olivia Thirlby,Garret Dillahunt,Comedy Drama Romance,Seann William Scott Olivia Thirlby Garret Dillahunt Courteney Cox  Comedy Drama Romance
little boy,Alejandro Gómez Monteverde ,Jakob Salvati,Emily Watson,Cary-Hiroyuki Tagawa,Comedy Drama War,Jakob Salvati Emily Watson Cary-Hiroyuki Tagawa Alejandro Gómez Monteverde  Comedy Drama War
the age of adaline,Lee Toland Krieger ,Blake Lively,Michiel Huisman,Kathy Baker,Romance Fantasy Drama,Blake Lively Michiel Huisman Kathy Baker Lee Toland Krieger  Romance Fantasy Drama
the water diviner,Russell Crowe ,Russell Crowe,Olga Kurylenko,Jai Courtney,War Drama,Russell Crowe Olga Kurylenko Jai Courtney Russell Crowe  War Drama
avengers: age of ultron,Joss Whedon ,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Action Adventure Science Fiction,Robert Downey Jr. Chris Hemsworth Mark Ruffalo Joss Whedon  Action Adventure Science Fiction
far from the madding crowd,Thomas Vinterberg ,Carey Mulligan,Matthias Schoenaerts,Michael Sheen,Drama Romance,Carey Mulligan Matthias Schoenaerts Michael Sheen Thomas Vinterberg  Drama Romance
the d train,"Jarrad Paul, Andrew Mogel ",Jack Black,James Marsden,Kathryn Hahn,Drama Comedy,"Jack Black James Marsden Kathryn Hahn Jarrad Paul, Andrew Mogel  Drama Comedy"
hot pursuit,Anne Fletcher ,Reese Witherspoon,Sofía Vergara,John Carroll Lynch,Action Comedy Crime,Reese Witherspoon Sofía Vergara John Carroll Lynch Anne Fletcher  Action Comedy Crime
maggie,Henry Hobson ,Arnold Schwarzenegger,Abigail Breslin,Joely Richardson,Horror Drama Mystery,Arnold Schwarzenegger Abigail Breslin Joely Richardson Henry Hobson  Horror Drama Mystery
mad max: fury road,George Miller ,Tom Hardy,Charlize Theron,Nicholas Hoult,Action Adventure Science Fiction,Tom Hardy Charlize Theron Nicholas Hoult George Miller  Action Adventure Science Fiction
pitch perfect 2,Elizabeth Banks ,Anna Kendrick,Rebel Wilson,Hailee Steinfeld,Comedy Music,Anna Kendrick Rebel Wilson Hailee Steinfeld Elizabeth Banks  Comedy Music
i'll see you in my dreams,Brett Haley ,Blythe Danner,Martin Starr,June Squibb,Drama Comedy,Blythe Danner Martin Starr June Squibb Brett Haley  Drama Comedy
tomorrowland,Brad Bird ,George Clooney,Hugh Laurie,Britt Robertson,Adventure Family Mystery Science Fiction,George Clooney Hugh Laurie Britt Robertson Brad Bird  Adventure Family Mystery Science Fiction
aloha,Cameron Crowe ,Bradley Cooper,Emma Stone,Rachel McAdams,Drama Comedy Romance,Bradley Cooper Emma Stone Rachel McAdams Cameron Crowe  Drama Comedy Romance
san andreas,Brad Peyton ,Dwayne Johnson,Carla Gugino,Alexandra Daddario,Action Drama Thriller,Dwayne Johnson Carla Gugino Alexandra Daddario Brad Peyton  Action Drama Thriller
barely lethal,Kyle Newman ,Hailee Steinfeld,Thomas Mann,Sophie Turner,Adventure Comedy Action Romance,Hailee Steinfeld Thomas Mann Sophie Turner Kyle Newman  Adventure Comedy Action Romance
heaven knows what,Safdie brothers ,Arielle Holmes,Caleb Landry Jones,Buddy Duress,Drama Crime,Arielle Holmes Caleb Landry Jones Buddy Duress Safdie brothers  Drama Crime
entourage,Doug Ellin ,Kevin Connolly,Adrian Grenier,Kevin Dillon,Comedy,Kevin Connolly Adrian Grenier Kevin Dillon Doug Ellin  Comedy
spy,Paul Feig ,Melissa McCarthy,Jason Statham,Rose Byrne,Action Comedy Crime,Melissa McCarthy Jason Statham Rose Byrne Paul Feig  Action Comedy Crime
insidious: chapter 3,Leigh Whannell ,Dermot Mulroney,Stefanie Scott,Angus Sampson,Horror Thriller Mystery,Dermot Mulroney Stefanie Scott Angus Sampson Leigh Whannell  Horror Thriller Mystery
love & mercy,Bill Pohlad ,John Cusack,Paul Dano,Elizabeth Banks,Drama Music History,John Cusack Paul Dano Elizabeth Banks Bill Pohlad  Drama Music History
jurassic world,Colin Trevorrow ,Chris Pratt,Bryce Dallas Howard,Vincent D'Onofrio,Action Adventure Science Fiction Thriller,Chris Pratt Bryce Dallas Howard Vincent D'Onofrio Colin Trevorrow  Action Adventure Science Fiction Thriller
me and earl and the dying girl,Alfonso Gomez-Rejon ,Thomas Mann,Olivia Cooke,RJ Cyler,Drama Comedy,Thomas Mann Olivia Cooke RJ Cyler Alfonso Gomez-Rejon  Drama Comedy
dope,Rick Famuyiwa ,Shameik Moore,Tony Revolori,Kiersey Clemons,Crime Drama Comedy,Shameik Moore Tony Revolori Kiersey Clemons Rick Famuyiwa  Crime Drama Comedy
inside out,Pete Docter ,Amy Poehler,Phyllis Smith,Richard Kind,Animation Family Adventure Drama Comedy,Amy Poehler Phyllis Smith Richard Kind Pete Docter  Animation Family Adventure Drama Comedy
max,Boaz Yakin ,Josh Wiggins,Lauren Graham,Thomas Haden Church,Adventure Drama,Josh Wiggins Lauren Graham Thomas Haden Church Boaz Yakin  Adventure Drama
ted 2,Seth MacFarlane ,Mark Wahlberg,Seth MacFarlane,Amanda Seyfried,Comedy Fantasy,Mark Wahlberg Seth MacFarlane Amanda Seyfried Seth MacFarlane  Comedy Fantasy
terminator genisys,Alan Taylor ,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Science Fiction Action Thriller Adventure,Arnold Schwarzenegger Jason Clarke Emilia Clarke Alan Taylor  Science Fiction Action Thriller Adventure
magic mike xxl,Gregory Jacobs ,Channing Tatum,Matt Bomer,Joe Manganiello,Comedy Drama,Channing Tatum Matt Bomer Joe Manganiello Gregory Jacobs  Comedy Drama
amy,Asif Kapadia ,Amy Winehouse,unknown,unknown,Documentary Music,Amy Winehouse Asif Kapadia  Documentary Music
minions,"Pierre Coffin, Kyle Balda ",Pierre Coffin,Sandra Bullock,Jon Hamm,Family Animation Adventure Comedy,"Pierre Coffin Sandra Bullock Jon Hamm Pierre Coffin, Kyle Balda  Family Animation Adventure Comedy"
the gallows,"Chris Lofing, Travis Cluff ",Reese Mishler,Pfeifer Brown,Ryan Shoos,Horror Thriller,"Reese Mishler Pfeifer Brown Ryan Shoos Chris Lofing, Travis Cluff  Horror Thriller"
tangerine,Sean Baker ,Kitana Kiki Rodriguez,Mya Taylor,Karren Karagulian,Comedy Drama,Kitana Kiki Rodriguez Mya Taylor Karren Karagulian Sean Baker  Comedy Drama
boulevard,Dito Montiel ,Robin Williams,Kathy Baker,Roberto Aguire,Drama,Robin Williams Kathy Baker Roberto Aguire Dito Montiel  Drama
strangerland,Kim Farrant ,Nicole Kidman,Joseph Fiennes,Hugo Weaving,Drama Thriller Mystery,Nicole Kidman Joseph Fiennes Hugo Weaving Kim Farrant  Drama Thriller Mystery
trainwreck,Judd Apatow ,Amy Schumer,Bill Hader,Brie Larson,Comedy Romance,Amy Schumer Bill Hader Brie Larson Judd Apatow  Comedy Romance
irrational man,Woody Allen ,Jamie Blackley,Joaquin Phoenix,Parker Posey,Drama Comedy Crime,Jamie Blackley Joaquin Phoenix Parker Posey Woody Allen  Drama Comedy Crime
mr. holmes,Bill Condon ,Ian McKellen,Laura Linney,Hiroyuki Sanada,Drama Crime,Ian McKellen Laura Linney Hiroyuki Sanada Bill Condon  Drama Crime
pixels,Chris Columbus ,Adam Sandler,Kevin James,Michelle Monaghan,Action Comedy Science Fiction,Adam Sandler Kevin James Michelle Monaghan Chris Columbus  Action Comedy Science Fiction
southpaw,Antoine Fuqua ,Jake Gyllenhaal,Forest Whitaker,Naomie Harris,Action Drama,Jake Gyllenhaal Forest Whitaker Naomie Harris Antoine Fuqua  Action Drama
paper towns,Jake Schreier ,Nat Wolff,Cara Delevingne,Halston Sage,Mystery Drama Romance,Nat Wolff Cara Delevingne Halston Sage Jake Schreier  Mystery Drama Romance
the vatican tapes,Mark Neveldine ,Olivia Taylor Dudley,Michael Peña,Dougray Scott,Thriller Horror,Olivia Taylor Dudley Michael Peña Dougray Scott Mark Neveldine  Thriller Horror
vacation,"Jonathan Goldstein, John Francis Daley ",Ed Helms,Christina Applegate,Leslie Mann,Comedy,"Ed Helms Christina Applegate Leslie Mann Jonathan Goldstein, John Francis Daley  Comedy"
shaun the sheep movie,Mark Burton ,Justin Fletcher,John Sparkes,unknown,Family Animation Comedy Adventure,Justin Fletcher John Sparkes nan Mark Burton  Family Animation Comedy Adventure
ricki and the flash,Jonathan Demme ,Meryl Streep,Kevin Kline,Mamie Gummer,Comedy Drama Music,Meryl Streep Kevin Kline Mamie Gummer Jonathan Demme  Comedy Drama Music
straight outta compton,F. Gary Gray ,O'Shea Jackson Jr.,Corey Hawkins,Jason Mitchell,Drama Music History,O'Shea Jackson Jr. Corey Hawkins Jason Mitchell F. Gary Gray  Drama Music History
the man from u.n.c.l.e.,Guy Ritchie ,Henry Cavill,Armie Hammer,Alicia Vikander,Comedy Action Adventure,Henry Cavill Armie Hammer Alicia Vikander Guy Ritchie  Comedy Action Adventure
american ultra,Nima Nourizadeh ,Jesse Eisenberg,Kristen Stewart,Connie Britton,Comedy Action,Jesse Eisenberg Kristen Stewart Connie Britton Nima Nourizadeh  Comedy Action
hitman: agent 47,Aleksander Bach ,Rupert Friend,Hannah Ware,Zachary Quinto,Action Crime Thriller,Rupert Friend Hannah Ware Zachary Quinto Aleksander Bach  Action Crime Thriller
she's funny that way,Peter Bogdanovich ,Owen Wilson,Imogen Poots,Kathryn Hahn,Comedy Romance,Owen Wilson Imogen Poots Kathryn Hahn Peter Bogdanovich  Comedy Romance
no escape,John Erick Dowdle ,Owen Wilson,Lake Bell,Sterling Jerins,Thriller,Owen Wilson Lake Bell Sterling Jerins John Erick Dowdle  Thriller
war room,Alex Kendrick ,Alex Kendrick,Priscilla Shirer,T.C. Stallings,Drama Romance,Alex Kendrick Priscilla Shirer T.C. Stallings Alex Kendrick  Drama Romance
we are your friends,Max Joseph ,Zac Efron,Emily Ratajkowski,Alex Shaffer,Drama Music Romance Comedy,Zac Efron Emily Ratajkowski Alex Shaffer Max Joseph  Drama Music Romance Comedy
before we go,Chris Evans ,Chris Evans,Alice Eve,unknown,Comedy Drama Romance,Chris Evans Alice Eve nan Chris Evans  Comedy Drama Romance
the visit,M. Night Shyamalan ,Olivia DeJonge,Ed Oxenbould,Deanna Dunagan,Mystery Thriller Horror,Olivia DeJonge Ed Oxenbould Deanna Dunagan M. Night Shyamalan  Mystery Thriller Horror
the perfect guy,David M. Rosenthal ,Sanaa Lathan,Michael Ealy,Morris Chestnut,Thriller,Sanaa Lathan Michael Ealy Morris Chestnut David M. Rosenthal  Thriller
sleeping with other people,Leslye Headland ,Jason Sudeikis,Alison Brie,Adam Scott,Comedy,Jason Sudeikis Alison Brie Adam Scott Leslye Headland  Comedy
black mass,Scott Cooper ,Johnny Depp,Joel Edgerton,Benedict Cumberbatch,Drama Crime History,Johnny Depp Joel Edgerton Benedict Cumberbatch Scott Cooper  Drama Crime History
captive,Jerry Jameson ,David Oyelowo,Kate Mara,Michael K. Williams,Crime Drama Thriller,David Oyelowo Kate Mara Michael K. Williams Jerry Jameson  Crime Drama Thriller
everest,Baltasar Kormákur ,Jason Clarke,Josh Brolin,John Hawkes,Adventure Drama History,Jason Clarke Josh Brolin John Hawkes Baltasar Kormákur  Adventure Drama History
maze runner: the scorch trials,Wes Ball ,Dylan O'Brien,Ki Hong Lee,Thomas Sangster,Science Fiction Action Thriller Adventure,Dylan O'Brien Ki Hong Lee Thomas Sangster Wes Ball  Science Fiction Action Thriller Adventure
sicario,Denis Villeneuve ,Emily Blunt,Benicio del Toro,Josh Brolin,Action Crime Thriller,Emily Blunt Benicio del Toro Josh Brolin Denis Villeneuve  Action Crime Thriller
war pigs,Ryan Little ,Luke Goss,Dolph Lundgren,Chuck Liddell,War Action,Luke Goss Dolph Lundgren Chuck Liddell Ryan Little  War Action
hotel transylvania 2,Genndy Tartakovsky ,Adam Sandler,Andy Samberg,Selena Gomez,Animation Comedy Family Fantasy,Adam Sandler Andy Samberg Selena Gomez Genndy Tartakovsky  Animation Comedy Family Fantasy
99 homes,Ramin Bahrani ,Andrew Garfield,Michael Shannon,Tim Guinee,Drama,Andrew Garfield Michael Shannon Tim Guinee Ramin Bahrani  Drama
the intern,Nancy Meyers ,Robert De Niro,Anne Hathaway,Rene Russo,Comedy,Robert De Niro Anne Hathaway Rene Russo Nancy Meyers  Comedy
stonewall,Roland Emmerich ,Jeremy Irvine,Jonny Beauchamp,Joey King,Drama History,Jeremy Irvine Jonny Beauchamp Joey King Roland Emmerich  Drama History
mississippi grind,"Anna Boden, Ryan Fleck ",Ryan Reynolds,Ben Mendelsohn,Sienna Miller,Comedy Drama,"Ryan Reynolds Ben Mendelsohn Sienna Miller Anna Boden, Ryan Fleck  Comedy Drama"
the walk,Robert Zemeckis ,Joseph Gordon-Levitt,Ben Kingsley,Charlotte Le Bon,Adventure Drama Thriller History,Joseph Gordon-Levitt Ben Kingsley Charlotte Le Bon Robert Zemeckis  Adventure Drama Thriller History
the martian,Ridley Scott ,Matt Damon,Jessica Chastain,Kristen Wiig,Drama Adventure Science Fiction,Matt Damon Jessica Chastain Kristen Wiig Ridley Scott  Drama Adventure Science Fiction
freeheld,Peter Sollett ,Julianne Moore,Elliot Page,Michael Shannon,Romance Drama,Julianne Moore Elliot Page Michael Shannon Peter Sollett  Romance Drama
steve jobs,Danny Boyle ,Michael Fassbender,Kate Winslet,Seth Rogen,Drama History,Michael Fassbender Kate Winslet Seth Rogen Danny Boyle  Drama History
pan,Joe Wright ,Hugh Jackman,Garrett Hedlund,Rooney Mara,Fantasy Adventure Family Action,Hugh Jackman Garrett Hedlund Rooney Mara Joe Wright  Fantasy Adventure Family Action
knock knock,Eli Roth ,Keanu Reeves,Ana de Armas,Lorenza Izzo,Drama Thriller Horror,Keanu Reeves Ana de Armas Lorenza Izzo Eli Roth  Drama Thriller Horror
beasts of no nation,Cary Joji Fukunaga ,Idris Elba,Kurt Egyiawan,Jude Akuwudike,Drama War,Idris Elba Kurt Egyiawan Jude Akuwudike Cary Joji Fukunaga  Drama War
bridge of spies,Steven Spielberg ,Tom Hanks,Mark Rylance,Amy Ryan,Thriller Drama,Tom Hanks Mark Rylance Amy Ryan Steven Spielberg  Thriller Drama
crimson peak,Guillermo del Toro ,Mia Wasikowska,Jessica Chastain,Tom Hiddleston,Horror Romance,Mia Wasikowska Jessica Chastain Tom Hiddleston Guillermo del Toro  Horror Romance
goosebumps,Rob Letterman ,Jack Black,Dylan Minnette,Odeya Rush,Adventure Horror Comedy,Jack Black Dylan Minnette Odeya Rush Rob Letterman  Adventure Horror Comedy
room,Lenny Abrahamson ,Brie Larson,Jacob Tremblay,Joan Allen,Drama Thriller,Brie Larson Jacob Tremblay Joan Allen Lenny Abrahamson  Drama Thriller
woodlawn,Andrew Erwin (director); Jon Erwin ,Sean Astin,Nic Bishop,Caleb Castille,Drama,Sean Astin Nic Bishop Caleb Castille Andrew Erwin (director); Jon Erwin  Drama
truth,James Vanderbilt ,Cate Blanchett,Robert Redford,Topher Grace,Drama,Cate Blanchett Robert Redford Topher Grace James Vanderbilt  Drama
experimenter,Michael Almereyda ,Peter Sarsgaard,Winona Ryder,Jim Gaffigan,Drama History,Peter Sarsgaard Winona Ryder Jim Gaffigan Michael Almereyda  Drama History
rock the kasbah,Barry Levinson ,Bill Murray,Kate Hudson,Zooey Deschanel,Comedy Music War,Bill Murray Kate Hudson Zooey Deschanel Barry Levinson  Comedy Music War
paranormal activity: the ghost dimension,Gregory Plotkin ,Chris J. Murray,Brittany Shaw,Dan Gill,Horror Thriller,Chris J. Murray Brittany Shaw Dan Gill Gregory Plotkin  Horror Thriller
jem and the holograms,Jon M. Chu ,Aubrey Peeples,Stefanie Scott,Hayley Kiyoko,Fantasy Music Family,Aubrey Peeples Stefanie Scott Hayley Kiyoko Jon M. Chu  Fantasy Music Family
the last witch hunter,Breck Eisner ,Vin Diesel,Elijah Wood,Rose Leslie,Fantasy Action Adventure,Vin Diesel Elijah Wood Rose Leslie Breck Eisner  Fantasy Action Adventure
suffragette,Sarah Gavron ,Carey Mulligan,Helena Bonham Carter,Brendan Gleeson,Drama History,Carey Mulligan Helena Bonham Carter Brendan Gleeson Sarah Gavron  Drama History
bone tomahawk,S. Craig Zahler ,Kurt Russell,Patrick Wilson,Matthew Fox,Western Horror Drama,Kurt Russell Patrick Wilson Matthew Fox S. Craig Zahler  Western Horror Drama
i smile back,Adam Salky ,Sarah Silverman,Josh Charles,Thomas Sadoski,Drama,Sarah Silverman Josh Charles Thomas Sadoski Adam Salky  Drama
scouts guide to the zombie apocalypse,Christopher Landon ,Tye Sheridan,David Koechner,unknown,Comedy Horror,Tye Sheridan David Koechner nan Christopher Landon  Comedy Horror
our brand is crisis,David Gordon Green ,Sandra Bullock,Billy Bob Thornton,Anthony Mackie,Comedy Drama,Sandra Bullock Billy Bob Thornton Anthony Mackie David Gordon Green  Comedy Drama
freaks of nature,Robbie Pickering ,Nicholas Braun,Mackenzie Davis,Josh Fadem,Science Fiction Comedy Horror,Nicholas Braun Mackenzie Davis Josh Fadem Robbie Pickering  Science Fiction Comedy Horror
burnt,John Wells ,Bradley Cooper,Sienna Miller,Omar Sy,Drama,Bradley Cooper Sienna Miller Omar Sy John Wells  Drama
brooklyn,John Crowley ,Saoirse Ronan,Emory Cohen,Domhnall Gleeson,Romance Drama,Saoirse Ronan Emory Cohen Domhnall Gleeson John Crowley  Romance Drama
spectre,Sam Mendes ,Daniel Craig,Christoph Waltz,Léa Seydoux,Action Adventure Thriller,Daniel Craig Christoph Waltz Léa Seydoux Sam Mendes  Action Adventure Thriller
spotlight,Tom McCarthy ,Mark Ruffalo,Michael Keaton,Rachel McAdams,Drama History,Mark Ruffalo Michael Keaton Rachel McAdams Tom McCarthy  Drama History
the peanuts movie,Steve Martino ,Noah Schnapp,Hadley Belle Miller,Mariel Sheets,Comedy Animation Family,Noah Schnapp Hadley Belle Miller Mariel Sheets Steve Martino  Comedy Animation Family
the 33,Patricia Riggen ,Antonio Banderas,Rodrigo Santoro,Juliette Binoche,Drama History,Antonio Banderas Rodrigo Santoro Juliette Binoche Patricia Riggen  Drama History
my all american,Angelo Pizzo ,Aaron Eckhart,Finn Wittrock,Robin Tunney,Drama,Aaron Eckhart Finn Wittrock Robin Tunney Angelo Pizzo  Drama
love the coopers,Jessie Nelson ,John Goodman,Diane Keaton,Amanda Seyfried,Drama Comedy Family,John Goodman Diane Keaton Amanda Seyfried Jessie Nelson  Drama Comedy Family
carol,Todd Haynes ,Cate Blanchett,Rooney Mara,Sarah Paulson,Romance Drama,Cate Blanchett Rooney Mara Sarah Paulson Todd Haynes  Romance Drama
legend,Brian Helgeland ,Tom Hardy,Emily Browning,Colin Morgan,Crime Thriller,Tom Hardy Emily Browning Colin Morgan Brian Helgeland  Crime Thriller
the night before,Jonathan Levine ,Joseph Gordon-Levitt,Seth Rogen,Anthony Mackie,Comedy Adventure Fantasy,Joseph Gordon-Levitt Seth Rogen Anthony Mackie Jonathan Levine  Comedy Adventure Fantasy
creed,Ryan Coogler ,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Action Drama,Michael B. Jordan Sylvester Stallone Tessa Thompson Ryan Coogler  Action Drama
the good dinosaur,Peter Sohn ,Raymond Ochoa,Jack Bright,Steve Zahn,Adventure Animation Family,Raymond Ochoa Jack Bright Steve Zahn Peter Sohn  Adventure Animation Family
victor frankenstein,Paul McGuigan ,Daniel Radcliffe,James McAvoy,Jessica Brown Findlay,Drama Science Fiction Thriller,Daniel Radcliffe James McAvoy Jessica Brown Findlay Paul McGuigan  Drama Science Fiction Thriller
krampus,Michael Dougherty ,Adam Scott,Toni Collette,David Koechner,Horror Comedy Fantasy,Adam Scott Toni Collette David Koechner Michael Dougherty  Horror Comedy Fantasy
in the heart of the sea,Ron Howard ,Chris Hemsworth,Benjamin Walker,Cillian Murphy,Thriller Drama Adventure Action History,Chris Hemsworth Benjamin Walker Cillian Murphy Ron Howard  Thriller Drama Adventure Action History
